id,domain,url,crawled_date,ten,gia_ban,nam_san_xuat,xuat_xu,tinh_trang,dong_xe,so_km_da_di,mau_ngoai_that,mau_noi_that,so_cua,so_cho_ngoi,nhien_lieu,he_thong_nap_nhien_lieu,hop_so,dan_dong,tieu_thu_nhien_lieu,dung_tich_xi_lanh,thong_tin_mo_ta
ce876697-971f-40c8-b7bf-134cf81e080a,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4400469/",1656780827.036786,xe mazda 3 1.5,589000000.0,2018,trong nước,cũ,sedan,49113 km,trắng,đen,4 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,1496 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
d90de98e-c2be-493e-8ab1-c47a5a83150f,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4429083/",1656780827.146224,xe honda crv 2.4,575000000.0,2013,trong nước,cũ,suv,82023 km,bạc,đen,5 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,2354 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản"
e85ba525-b8ec-4fe4-b6d0-3e7d50106728,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4372584/",1656780827.172725,xe kia carens sxat,365000000.0,2013,trong nước,cũ,crossover,68305 km,vàng,đen,5 cửa,7 chỗ,xăng,, tự động,fwd,l/100km,1998 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản"
177e8b5f-04aa-4c90-b9ca-2bae0ef9b863,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4340965/",1656780827.201558,xe ford ecosport titanium 1.5l,565000000.0,2019,trong nước,cũ,suv,31949 km,đỏ,đen,5 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,1498 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
54434218-f5b0-40c2-971f-139d4cc1fe8e,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4334160/",1656780827.224381,xe toyota corolla altis 2.0v sport,668000000.0,2018,trong nước,cũ,sedan,38227 km,nâu,đen,4 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,1987 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
592b73d4-de17-4b61-a365-b23e60c3791a,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4444097/",1656780827.354534,xe toyota fortuner 2.7v 4x2,495000000.0,2012,trong nước,cũ,suv,97180 km,đen,kem,5 cửa,8 chỗ,xăng,, tự động,rfd,l/100km,2694 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
f3cc9afb-7fc2-43ba-93f5-8ff1ac8fad42,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4447140/",1656780827.40628,xe nissan x trail 2.0 sl 2wd premium,728000000.0,2018,trong nước,cũ,suv,39569 km,đỏ,đen,5 cửa,7 chỗ,xăng,, tự động,fwd,l/100km,1997 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản"
b3be5b97-8e1e-430b-bc6d-534264c46983,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4449668/",1656780827.432968,xe hyundai accent 1.4 ath,505000000.0,2018,trong nước,cũ,sedan,32167 km,trắng,nhiều màu,4 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,1396 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
2f210ee8-3ec6-4e9b-95dc-3d6bc974d13d,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4285843/",1656780827.464078,xe kia morning si,328000000.0,2017,trong nước,cũ,hatchback,36757 km,nâu,xám,5 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,1248 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
5f8262f4-19c6-466b-8a35-55b3ce73450b,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4434291/",1656780827.596332,xe toyota vios 1.5e cvt,446000000.0,2018,trong nước,cũ,sedan,52560 km,trắng,kem,4 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,1496 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản"
d29a1cef-f005-434c-a038-0aa6b009fba0,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4411914/",1656780827.644443,xe mazda 2 premium,489000000.0,2018,nhập khẩu,cũ,sedan,42311 km,đỏ,đen,4 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,1496 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
334fd034-7868-408f-b2b3-6c73e57ca877,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4223414/",1656780827.681628,xe kia rondo dat,500000000.0,2016,trong nước,cũ,suv,60465 km,trắng,đen,5 cửa,7 chỗ,diesel,, tự động,fwd,l/100km,1685 (cc),"Anycar Việt Nam bán: 
Kia Rondo DAT 1.7AT 2016 màu trắng. 
- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
90c253bd-13cd-42c7-a2c6-adc18c0af289,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4282199/",1656780827.704187,xe honda crv 2.4,399000000.0,2010,trong nước,cũ,suv,126920 km,đen,đen,5 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,2354 (cc),"Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
3aabda6e-2a94-4031-9d00-91a28a21e5a4,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4428085/",1656780827.77811,xe honda civic rs 1.5,735000000.0,2019,nhập khẩu,cũ,sedan,28580 km,trắng,đen,4 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,1498 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
b9d4a781-98e5-483d-9010-489643ade9f6,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4434085/",1656780827.797854,xe honda crv 2.4,438000000.0,2011,trong nước,cũ,suv,125986 km,xám,đen,5 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,2354 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản"
cf4f8179-903e-4da8-b5fe-b8c9251f22a6,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4404633/",1656780827.81499,xe honda crv 2.4,638000000.0,2014,trong nước,cũ,suv,126859 km,bạc,đen,5 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,2354 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
f383b4c6-9f09-42e3-84b2-4219523b0a37,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4404733/",1656780827.830318,xe kia morning van 1.0,265000000.0,2015,nhập khẩu,cũ,van/minivan,47256 km,bạc,xám,5 cửa,2 chỗ,xăng,, tự động,fwd,l/100km,998 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
84cbf913-0cf7-4f4c-a211-4dd219ca1784,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4428046/",1656780827.855464,xe mazda cx5 2.5 at 2wd,813000000.0,2018,trong nước,cũ,suv,69741 km,trắng,đen,5 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,2488 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
3f05c455-2522-4a6d-b127-88e60029b6cc,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4429658/",1656780827.873319,xe toyota vios 1.5g,553000000.0,2020,trong nước,cũ,sedan,20569 km,vàng,kem,4 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,1496 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản"
f71ca524-c282-4d43-bc4b-72c63847a29c,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4432301/",1656780827.88976,xe kia cerato 1.6,531000000.0,2018,trong nước,cũ,sedan,10868 km,trắng,kem,4 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,1591 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản"
87c98cc0-8650-4d43-81a5-8536406de7ba,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4429730/",1656780827.92366,xe mazda 3 1.5,585000000.0,2018,trong nước,cũ,sedan,63688 km,trắng,đen,4 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,1496 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản"
60638608-019e-4ba1-8f3d-819d4c74dfd8,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4425403/",1656780827.974826,xe mazda 2 1.5,425000000.0,2016,trong nước,cũ,sedan,65742 km,xanh,đen,4 cửa,5 chỗ,xăng,, tự động,fwd,l/100km,1496 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản"
fbd44b22-92bf-4885-9e6e-1e7fa07e29c0,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4423380/",1656780827.989687,xe vinfast lux sa 2.0 plus 2.0,1096000000.0,2021,trong nước,cũ,suv,4927 km,trắng,nâu,5 cửa,7 chỗ,xăng,, tự động,rfd,l/100km,1997 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
