id,domain,url,crawled_date,ten,gia_ban,nam_san_xuat,xuat_xu,tinh_trang,kieu_dang,so_km_da_di,mau_ngoai_that,mau_noi_that,so_cua,so_cho_ngoi,nhien_lieu,hop_so,dan_dong,dung_tich_xi_lanh,thong_tin_mo_ta
3f9ed6cc-a6ec-434f-b30d-90e847e1c5be,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4416105/",1656771822.987921,xe kia cerato 1.6 at luxury,599000000.0,2019,trong nước,cũ,sedan,58269 km,đen,đen,4 cửa,5 chỗ,xăng, tự động,fwd,1591 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
84bd66e1-0baa-4397-bbcf-8b9e6967b2b8,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4427728/",1656771823.157897,xe mazda 3 s 1.6,409000000.0,2014,trong nước,cũ,sedan,68101 km,vàng,đen,4 cửa,5 chỗ,xăng, tự động,fwd,1584 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
eb1ea6b5-f3c8-4fbf-85e3-b07e9ffe4df2,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4413961/",1656771823.212287,xe kia rio 1.4,418000000.0,2015,nhập khẩu,cũ,hatchback,90509 km,đỏ,đen,5 cửa,5 chỗ,xăng, tự động,fwd,1396 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
9e249dfe-e5b3-4c62-bbcb-5856393b79bf,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4459136/",1656771823.393397,xe mazda 2 s,328000000.0,2013,trong nước,cũ,hatchback,80852 km,trắng,đen,5 cửa,5 chỗ,xăng, tự động,fwd,1496 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
02d62cfb-605e-4714-8979-fd0c8c93e3c4,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4459378/",1656771823.476599,xe kia rio 1.4,419000000.0,2015,nhập khẩu,cũ,hatchback,50294 km,trắng,đen,5 cửa,5 chỗ,xăng, tự động,fwd,1396 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
d6ee6100-e50f-45fa-bfd3-1f9d43284291,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4459406/",1656771823.544635,xe ford focus trend 1.5l,525000000.0,2018,trong nước,cũ,hatchback,42056 km,trắng,đen,5 cửa,5 chỗ,xăng, tự động,fwd,1499 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
c2f98fb5-adbb-41e5-a7a1-8bd7d2ba1f41,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4422668/",1656771823.915781,xe mazda 6 premium 2.0,796000000.0,2021,trong nước,cũ,sedan,10500 km,xanh,xám,4 cửa,5 chỗ,xăng, tự động,fwd,1998 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
07172308-7143-4b19-aacc-be500b8ac30c,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4459435/",1656771823.983304,xe toyota yaris 1.5,338000000.0,2011,nhập khẩu,cũ,hatchback,99336 km,bạc,kem,5 cửa,5 chỗ,xăng, tự động,fwd,1497 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
5f90c294-fe89-478c-a0fb-ebf4eb70a2d9,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4458770/",1656771824.034672,xe mazda 2 luxury,499000000.0,2019,nhập khẩu,cũ,sedan,35271 km,nâu,đen,4 cửa,5 chỗ,xăng, tự động,fwd,1496 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
d934fe22-118b-40fe-ada9-d29570522456,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4372584/",1656771824.076667,xe kia carens sxat,365000000.0,2013,trong nước,cũ,crossover,68305 km,vàng,đen,5 cửa,7 chỗ,xăng, tự động,fwd,1998 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản"
a33f8213-e088-4428-92b7-383e31cac8c5,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4340965/",1656771824.288116,xe ford ecosport titanium 1.5l,565000000.0,2019,trong nước,cũ,suv,31949 km,đỏ,đen,5 cửa,5 chỗ,xăng, tự động,fwd,1498 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
dfb605e5-b248-4e97-9f7e-da14269655e5,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4358113/",1656771824.34564,xe ford fiesta s 1.0at ecoboost,395000000.0,2016,trong nước,cũ,hatchback,58197 km,đỏ,nhiều màu,5 cửa,5 chỗ,xăng, tự động,fwd,998 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
421f44b1-527a-4de8-994b-be79f19a71f1,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4456145/",1656771824.478357,xe mitsubishi xpander 1.5,599000000.0,2020,trong nước,cũ,suv,19342 km,nâu,kem,5 cửa,7 chỗ,xăng, tự động,fwd,1499 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
312aa520-733e-4b92-8516-8d5c660de828,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4458705/",1656771824.52415,xe kia cerato 1.6 at deluxe,571000000.0,2019,trong nước,cũ,sedan,16001 km,trắng,xám,4 cửa,5 chỗ,xăng, tự động,fwd,1591 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
b019b6da-3fae-4bc1-9144-0892a248cd10,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4400522/",1656771824.639423,xe mazda 3 1.5l luxury,619000000.0,2019,trong nước,cũ,sedan,35276 km,đỏ,đen,4 cửa,5 chỗ,xăng, tự động,fwd,1496 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
41e72d1b-c654-4502-90b8-7642d445a938,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4456896/",1656771824.681249,xe hyundai i10 grand 1.2,375000000.0,2018,trong nước,cũ,sedan,43767 km,trắng,kem,4 cửa,5 chỗ,xăng, tự động,fwd,1248 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
29cb0514-5863-472b-989b-3b03d712642f,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4460216/",1656771824.762621,xe toyota fortuner 2.7v 4x2,448000000.0,2013,trong nước,cũ,suv,112646 km,bạc,kem,5 cửa,8 chỗ,xăng, tự động,rfd,2694 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản"
24c16426-2f44-4339-8669-799e7ab9db42,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4460690/",1656771824.988011,xe vinfast fadil 1.4,339000000.0,2020,trong nước,cũ,hatchback,68842 km,đỏ,đen,5 cửa,5 chỗ,xăng, tự động,fwd,1399 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản"
9adb4fdf-4ddd-478e-97ce-0317c1a213b9,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4429100/",1656771825.022238,xe mazda 2 1.5,426000000.0,2016,trong nước,cũ,sedan,40106 km,trắng,đen,4 cửa,5 chỗ,xăng, tự động,fwd,1496 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản"
011068ff-0750-4935-b5db-4f7b3f59eaa9,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4398698/",1656771825.05999,xe nissan juke 1.6,668000000.0,2015,nhập khẩu,cũ,suv,57445 km,đỏ,đen,5 cửa,5 chỗ,xăng, tự động,fwd,1598 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
9ff238fa-67f8-49f9-997e-d7c5089fb83a,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4378920/",1656771825.12665,xe kia cerato 2.0 at premium,638000000.0,2019,trong nước,cũ,sedan,36985 km,trắng,đen,4 cửa,5 chỗ,xăng, tự động,fwd,1999 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
